assetId,assetType,name,category,district,photoProvider,photoQuery,photoSearchUrl,photoApiQuery,matchRule,creditRequired
MH-F-084,FORT,Bahadurwadi,FORT,,Wikimedia Commons,"""Bahadurwadi"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bahadurwadi%22%20fort%20Maharashtra,"""Bahadurwadi"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-085,FORT,Bahem,FORT,,Wikimedia Commons,"""Bahem"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bahem%22%20fort%20Maharashtra,"""Bahem"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-086,FORT,Bahiravgad (Bhai Ramgad/Bairamgad/Saramja),FORT,,Wikimedia Commons,"""Bahiravgad (Bhai Ramgad/Bairamgad/Saramja)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bahiravgad%20%28Bhai%20Ramgad/Bairamgad/Saramja%29%22%20fort%20Maharashtra,"""Bahiravgad (Bhai Ramgad/Bairamgad/Saramja)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-087,FORT,Bahirgad,FORT,,Wikimedia Commons,"""Bahirgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bahirgad%22%20fort%20Maharashtra,"""Bahirgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-088,FORT,Bahula,FORT,,Wikimedia Commons,"""Bahula"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bahula%22%20fort%20Maharashtra,"""Bahula"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-089,FORT,Baitulawadi (Vetalwadi/Baitalwadi),FORT,,Wikimedia Commons,"""Baitulawadi (Vetalwadi/Baitalwadi)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Baitulawadi%20%28Vetalwadi/Baitalwadi%29%22%20fort%20Maharashtra,"""Baitulawadi (Vetalwadi/Baitalwadi)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-090,FORT,Balapur,FORT,,Wikimedia Commons,"""Balapur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Balapur%22%20fort%20Maharashtra,"""Balapur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-091,FORT,Ballalgad,FORT,,Wikimedia Commons,"""Ballalgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ballalgad%22%20fort%20Maharashtra,"""Ballalgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-092,FORT,Ballalpur,FORT,,Wikimedia Commons,"""Ballalpur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ballalpur%22%20fort%20Maharashtra,"""Ballalpur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-093,FORT,Balwantgad,FORT,,Wikimedia Commons,"""Balwantgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Balwantgad%22%20fort%20Maharashtra,"""Balwantgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-094,FORT,Bande,FORT,,Wikimedia Commons,"""Bande"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bande%22%20fort%20Maharashtra,"""Bande"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-095,FORT,Baramati,FORT,,Wikimedia Commons,"""Baramati"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Baramati%22%20fort%20Maharashtra,"""Baramati"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-096,FORT,Basgad,FORT,,Wikimedia Commons,"""Basgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Basgad%22%20fort%20Maharashtra,"""Basgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-097,FORT,Bavda (Gagangad),FORT,,Wikimedia Commons,"""Bavda (Gagangad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bavda%20%28Gagangad%29%22%20fort%20Maharashtra,"""Bavda (Gagangad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-098,FORT,Bavdhan,FORT,,Wikimedia Commons,"""Bavdhan"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bavdhan%22%20fort%20Maharashtra,"""Bavdhan"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-099,FORT,Belapur,FORT,,Wikimedia Commons,"""Belapur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Belapur%22%20fort%20Maharashtra,"""Belapur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-100,FORT,Betavad,FORT,,Wikimedia Commons,"""Betavad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Betavad%22%20fort%20Maharashtra,"""Betavad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-101,FORT,Bhagwantgad,FORT,,Wikimedia Commons,"""Bhagwantgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhagwantgad%22%20fort%20Maharashtra,"""Bhagwantgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-102,FORT,Bhairavgad (Bhairamgad),FORT,,Wikimedia Commons,"""Bhairavgad (Bhairamgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhairavgad%20%28Bhairamgad%29%22%20fort%20Maharashtra,"""Bhairavgad (Bhairamgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-103,FORT,Bhairavgad,FORT,Satara,Wikimedia Commons,"""Bhairavgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhairavgad%22%20fort%20Maharashtra,"""Bhairavgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-104,FORT,Bhamer,FORT,Dhule,Wikimedia Commons,"""Bhamer"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhamer%22%20fort%20Maharashtra,"""Bhamer"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-105,FORT,Bhamragad,FORT,,Wikimedia Commons,"""Bhamragad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhamragad%22%20fort%20Maharashtra,"""Bhamragad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-106,FORT,Bhana Hivra,FORT,,Wikimedia Commons,"""Bhana Hivra"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhana%20Hivra%22%20fort%20Maharashtra,"""Bhana Hivra"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-107,FORT,Bhandara (Behnor),FORT,,Wikimedia Commons,"""Bhandara (Behnor)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhandara%20%28Behnor%29%22%20fort%20Maharashtra,"""Bhandara (Behnor)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-108,FORT,Bhandargad,FORT,,Wikimedia Commons,"""Bhandargad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhandargad%22%20fort%20Maharashtra,"""Bhandargad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-109,FORT,Bhaskargad (Basgad),FORT,Nashik,Wikimedia Commons,"""Bhaskargad (Basgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhaskargad%20%28Basgad%29%22%20fort%20Maharashtra,"""Bhaskargad (Basgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-110,FORT,Bhavangad,FORT,,Wikimedia Commons,"""Bhavangad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhavangad%22%20fort%20Maharashtra,"""Bhavangad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-111,FORT,Bhimgad,FORT,,Wikimedia Commons,"""Bhimgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhimgad%22%20fort%20Maharashtra,"""Bhimgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-112,FORT,Bhivagad (Gaurkamat),FORT,,Wikimedia Commons,"""Bhivagad (Gaurkamat)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhivagad%20%28Gaurkamat%29%22%20fort%20Maharashtra,"""Bhivagad (Gaurkamat)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-113,FORT,Bhopalgad,FORT,,Wikimedia Commons,"""Bhopalgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhopalgad%22%20fort%20Maharashtra,"""Bhopalgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-114,FORT,Bhorgad,FORT,,Wikimedia Commons,"""Bhorgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhorgad%22%20fort%20Maharashtra,"""Bhorgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-115,FORT,Bhupalgad,FORT,,Wikimedia Commons,"""Bhupalgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhupalgad%22%20fort%20Maharashtra,"""Bhupalgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-116,FORT,Bhupatgad (Bhopatgad),FORT,Palghar,Wikimedia Commons,"""Bhupatgad (Bhopatgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhupatgad%20%28Bhopatgad%29%22%20fort%20Maharashtra,"""Bhupatgad (Bhopatgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-117,FORT,Bhushangad,FORT,,Wikimedia Commons,"""Bhushangad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhushangad%22%20fort%20Maharashtra,"""Bhushangad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-118,FORT,Birwadi,FORT,Raigad,Wikimedia Commons,"""Birwadi"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Birwadi%22%20fort%20Maharashtra,"""Birwadi"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-119,FORT,Bitangad,FORT,Nashik,Wikimedia Commons,"""Bitangad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bitangad%22%20fort%20Maharashtra,"""Bitangad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-120,FORT,Bodvad,FORT,,Wikimedia Commons,"""Bodvad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bodvad%22%20fort%20Maharashtra,"""Bodvad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-121,FORT,Bombay,FORT,,Wikimedia Commons,"""Bombay"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bombay%22%20fort%20Maharashtra,"""Bombay"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-122,FORT,Borale,FORT,,Wikimedia Commons,"""Borale"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Borale%22%20fort%20Maharashtra,"""Borale"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-123,FORT,Borgaum,FORT,,Wikimedia Commons,"""Borgaum"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Borgaum%22%20fort%20Maharashtra,"""Borgaum"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-124,FORT,Bhorgiri,FORT,,Wikimedia Commons,"""Bhorgiri"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhorgiri%22%20fort%20Maharashtra,"""Bhorgiri"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-125,FORT,Chakan (Islamabad/Sangramgad/Vikramgad),FORT,,Wikimedia Commons,"""Chakan (Islamabad/Sangramgad/Vikramgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chakan%20%28Islamabad/Sangramgad/Vikramgad%29%22%20fort%20Maharashtra,"""Chakan (Islamabad/Sangramgad/Vikramgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-126,FORT,Chambhargad,FORT,,Wikimedia Commons,"""Chambhargad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chambhargad%22%20fort%20Maharashtra,"""Chambhargad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-127,FORT,Chandan,FORT,Satara,Wikimedia Commons,"""Chandan"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandan%22%20fort%20Maharashtra,"""Chandan"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-128,FORT,Chanderi,FORT,,Wikimedia Commons,"""Chanderi"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chanderi%22%20fort%20Maharashtra,"""Chanderi"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-129,FORT,Chandgad,FORT,,Wikimedia Commons,"""Chandgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandgad%22%20fort%20Maharashtra,"""Chandgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-130,FORT,Chandpur,FORT,,Wikimedia Commons,"""Chandpur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandpur%22%20fort%20Maharashtra,"""Chandpur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-131,FORT,Chandragad,FORT,,Wikimedia Commons,"""Chandragad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandragad%22%20fort%20Maharashtra,"""Chandragad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-132,FORT,Chandrapur (Gonddurg/Chanderi/Chanda),FORT,,Wikimedia Commons,"""Chandrapur (Gonddurg/Chanderi/Chanda)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandrapur%20%28Gonddurg/Chanderi/Chanda%29%22%20fort%20Maharashtra,"""Chandrapur (Gonddurg/Chanderi/Chanda)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-133,FORT,Chandvad,FORT,,Wikimedia Commons,"""Chandvad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chandvad%22%20fort%20Maharashtra,"""Chandvad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-134,FORT,Chatale,FORT,,Wikimedia Commons,"""Chatale"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chatale%22%20fort%20Maharashtra,"""Chatale"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-135,FORT,Chaul (Agarkot/Palm Garden),FORT,,Wikimedia Commons,"""Chaul (Agarkot/Palm Garden)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chaul%20%28Agarkot/Palm%20Garden%29%22%20fort%20Maharashtra,"""Chaul (Agarkot/Palm Garden)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-136,FORT,Chauler (Tilwan),FORT,,Wikimedia Commons,"""Chauler (Tilwan)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chauler%20%28Tilwan%29%22%20fort%20Maharashtra,"""Chauler (Tilwan)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-137,FORT,Chaugaum,FORT,,Wikimedia Commons,"""Chaugaum"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chaugaum%22%20fort%20Maharashtra,"""Chaugaum"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-138,FORT,Chavand (Jund/Prassanagad),FORT,,Wikimedia Commons,"""Chavand (Jund/Prassanagad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chavand%20%28Jund/Prassanagad%29%22%20fort%20Maharashtra,"""Chavand (Jund/Prassanagad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-139,FORT,Chimur,FORT,,Wikimedia Commons,"""Chimur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chimur%22%20fort%20Maharashtra,"""Chimur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-140,FORT,Chinchgad,FORT,,Wikimedia Commons,"""Chinchgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chinchgad%22%20fort%20Maharashtra,"""Chinchgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-141,FORT,Chinchani,FORT,,Wikimedia Commons,"""Chinchani"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chinchani%22%20fort%20Maharashtra,"""Chinchani"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-142,FORT,Chopda (Mustafabad),FORT,,Wikimedia Commons,"""Chopda (Mustafabad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chopda%20%28Mustafabad%29%22%20fort%20Maharashtra,"""Chopda (Mustafabad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-143,FORT,Dabhol,FORT,,Wikimedia Commons,"""Dabhol"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dabhol%22%20fort%20Maharashtra,"""Dabhol"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-144,FORT,Dahanu,FORT,,Wikimedia Commons,"""Dahanu"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dahanu%22%20fort%20Maharashtra,"""Dahanu"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-145,FORT,Danda,FORT,,Wikimedia Commons,"""Danda"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Danda%22%20fort%20Maharashtra,"""Danda"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-146,FORT,Danda Rajpuri,FORT,,Wikimedia Commons,"""Danda Rajpuri"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Danda%20Rajpuri%22%20fort%20Maharashtra,"""Danda Rajpuri"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-147,FORT,Danda Rajapur,FORT,,Wikimedia Commons,"""Danda Rajapur"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Danda%20Rajapur%22%20fort%20Maharashtra,"""Danda Rajapur"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-148,FORT,Dategad (Sudergad/Ghera Dategad),FORT,Satara,Wikimedia Commons,"""Dategad (Sudergad/Ghera Dategad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dategad%20%28Sudergad/Ghera%20Dategad%29%22%20fort%20Maharashtra,"""Dategad (Sudergad/Ghera Dategad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-149,FORT,Dativre,FORT,Palghar,Wikimedia Commons,"""Dativre"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dativre%22%20fort%20Maharashtra,"""Dativre"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-150,FORT,Daulatmangal (Bhuleshwar),FORT,,Wikimedia Commons,"""Daulatmangal (Bhuleshwar)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Daulatmangal%20%28Bhuleshwar%29%22%20fort%20Maharashtra,"""Daulatmangal (Bhuleshwar)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-151,FORT,Dehra (Bhorgad/Rajdehr),FORT,,Wikimedia Commons,"""Dehra (Bhorgad/Rajdehr)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dehra%20%28Bhorgad/Rajdehr%29%22%20fort%20Maharashtra,"""Dehra (Bhorgad/Rajdehr)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-152,FORT,Deoli,FORT,,Wikimedia Commons,"""Deoli"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Deoli%22%20fort%20Maharashtra,"""Deoli"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-153,FORT,Dermal,FORT,Nashik,Wikimedia Commons,"""Dermal"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dermal%22%20fort%20Maharashtra,"""Dermal"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-154,FORT,Devgad,FORT,,Wikimedia Commons,"""Devgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Devgad%22%20fort%20Maharashtra,"""Devgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-155,FORT,Devrukh,FORT,,Wikimedia Commons,"""Devrukh"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Devrukh%22%20fort%20Maharashtra,"""Devrukh"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-156,FORT,Dhadgaum,FORT,,Wikimedia Commons,"""Dhadgaum"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dhadgaum%22%20fort%20Maharashtra,"""Dhadgaum"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-157,FORT,Dhak (Bahiri),FORT,,Wikimedia Commons,"""Dhak (Bahiri)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dhak%20%28Bahiri%29%22%20fort%20Maharashtra,"""Dhak (Bahiri)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-158,FORT,Dhamnya,FORT,,Wikimedia Commons,"""Dhamnya"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dhamnya%22%20fort%20Maharashtra,"""Dhamnya"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-159,FORT,Dhangad (Gahangad),FORT,,Wikimedia Commons,"""Dhangad (Gahangad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dhangad%20%28Gahangad%29%22%20fort%20Maharashtra,"""Dhangad (Gahangad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-160,FORT,Dharavi (Kala Killa),FORT,,Wikimedia Commons,"""Dharavi (Kala Killa)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dharavi%20%28Kala%20Killa%29%22%20fort%20Maharashtra,"""Dharavi (Kala Killa)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-161,FORT,Dharni,FORT,,Wikimedia Commons,"""Dharni"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dharni%22%20fort%20Maharashtra,"""Dharni"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-162,FORT,Dhule (Devpur),FORT,,Wikimedia Commons,"""Dhule (Devpur)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dhule%20%28Devpur%29%22%20fort%20Maharashtra,"""Dhule (Devpur)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-163,FORT,Dindu,FORT,,Wikimedia Commons,"""Dindu"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dindu%22%20fort%20Maharashtra,"""Dindu"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-164,FORT,Dondwada,FORT,,Wikimedia Commons,"""Dondwada"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dondwada%22%20fort%20Maharashtra,"""Dondwada"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-165,FORT,Dronagiri (Karanja),FORT,,Wikimedia Commons,"""Dronagiri (Karanja)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dronagiri%20%28Karanja%29%22%20fort%20Maharashtra,"""Dronagiri (Karanja)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-166,FORT,Drug,FORT,,Wikimedia Commons,"""Drug"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Drug%22%20fort%20Maharashtra,"""Drug"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-167,FORT,Dudmal,FORT,,Wikimedia Commons,"""Dudmal"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dudmal%22%20fort%20Maharashtra,"""Dudmal"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
