location_id,name,state,district,locality,category,section,description,known_for,latitude,longitude,best_season,difficulty,popularity_tier,primary_source,photo_source_url,info_source_url,verification_status,last_verified,record_status
IN-00001,Trimbakeshwar Jyotirlinga,Maharashtra,Nashik,,Jyotirlinga,JYOTIRLINGA,,One of the twelve Jyotirlinga pilgrimage sites of Shiva; special spiritual heritage destination.,,,,,ICONIC,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00281,Tung Fort Peak,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00282,Sinhagad Peak,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00283,Rajmachi Shrivardhan Peak,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00284,Mahabaleshwar Wilson Point,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00285,Pratapgad Peak,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00286,Matheran Panorama Point,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00287,Chikhaldara Vairat Point,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00288,Toranmal Yevti Point,Maharashtra,,,PEAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its peak landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00289,Elephanta Island,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00290,Khanderi Island,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00291,Underi Island,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00292,Murud-Janjira Island Fort,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00293,Dharamtar creek islands,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00294,Tarkarli Tsunami Island,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00295,Sindhudurg island,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00296,Dolphin Island Tarkarli,Maharashtra,,,ISLAND,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its island landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00297,Morgaon Ashtavinayak,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00298,Siddhatek Ashtavinayak,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00299,Pali Ballaleshwar,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00300,Mahad Varadvinayak,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00301,Theur Chintamani,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00302,Lenyadri Girijatmaj,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00303,Ozar Vighnahar,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00304,Ranjangaon Mahaganapati,Maharashtra,,,ASHTAVINAYAK,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its ashtavinayak landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00305,Talakona Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00306,Ethipothala Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00307,Kailasakona Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00308,Penchalakona Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00309,Kaigal Waterfalls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00310,Kondaveedu waterfalls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00311,Ubbalamadugu Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00312,Tada Falls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00313,Kambalakonda waterfalls,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00314,Kapila Theertham,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00315,Papi Hills,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00316,Araku Valley,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00317,Borra Caves,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00318,Lambasingi,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00319,Horsley Hills,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00320,Gandikota Gorge,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00321,Belum Caves,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00322,Pulicat Lake Andhra,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00323,Kolleru Lake,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00324,Srisailam forests,Andhra Pradesh,,,WATERFALL,INDIA_NATURE,,Famous or notable nature destination associated with Andhra Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00325,Tawang,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00326,Sela Pass,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00327,Nuranang Falls,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00328,Bap Teng Kang Waterfall,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00329,Sangetsar Lake,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00330,Madhuri Lake,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00331,Bum La Pass,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00332,Ziro Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00333,Mechuka Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00334,Dirang Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00335,Bomdila,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00336,Namdapha National Park,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00337,Mouling National Park,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00338,Eaglenest Wildlife Sanctuary,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00339,Pakke Tiger Reserve,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00340,Dibang Wildlife Sanctuary,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00341,Dihang-Dibang Biosphere Reserve,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00342,Siang Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00343,Talle Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00344,Mayudia Pass,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00345,Dong Valley,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00346,Anini,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00347,Walonga,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00348,Pangsau Pass,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00349,Golden Pagoda Namsai,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00350,Shonga-tser Lake,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00351,Gorsam Chorten landscape,Arunachal Pradesh,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Arunachal Pradesh; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00352,Kaziranga National Park,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00353,Manas National Park,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00354,Nameri National Park,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00355,Orang National Park,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00356,Dibru-Saikhowa National Park,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00357,Pobitora Wildlife Sanctuary,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00358,Hoollongapar Gibbon Sanctuary,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00359,Deepor Beel,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00360,Haflong,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00361,Umrangso,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00362,Kakochang Waterfall,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00363,Panimur Waterfall,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,RENOWNED,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00364,Chapanala Waterfall,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00365,Sivakunda Waterfall,Assam,,,NATURE,INDIA_NATURE,,Famous or notable nature destination associated with Assam; included as a draft nature discovery candidate.,,,,,NOTABLE,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
